Number of elem 23380 
Number of local values per element 3 
0;0;-9.891460e-04;1.514210e-03;3.154731e-02;
0;1;-1.109249e-03;1.922147e-03;4.061287e-02;
0;2;-8.299996e-04;8.786648e-04;3.213604e-02;
1;0;1.062144e-03;2.106156e-04;-2.470139e-03;
1;1;8.845809e-04;-4.559456e-05;-5.956203e-03;
1;2;5.379427e-04;2.252454e-04;5.380411e-04;
2;0;-8.508210e-62;1.732627e-61;-6.061615e-60;
2;1;-4.394444e-61;-1.093232e-60;1.766302e-59;
2;2;-4.321673e-61;2.719509e-61;-2.604369e-59;
3;0;2.203758e-33;1.289022e-33;-3.237161e-32;
3;1;2.387068e-33;-1.315575e-33;2.715428e-32;
3;2;7.663563e-34;-2.218045e-34;-1.635693e-32;
4;0;-7.969109e-62;6.884941e-61;-7.648089e-60;
4;1;2.986388e-61;-2.029532e-60;4.224370e-59;
4;2;-8.461931e-62;-4.267726e-60;5.493278e-59;
5;0;2.190129e-33;2.689553e-33;-5.280013e-32;
5;1;-3.339054e-33;-5.367758e-33;1.225307e-31;
5;2;-2.841265e-34;-4.025737e-33;6.098442e-32;
6;0;-1.173095e-04;1.810433e-04;5.766826e-03;
6;1;-2.610998e-04;1.597077e-04;5.108304e-03;
6;2;-1.078386e-04;1.529897e-04;5.176705e-03;
7;0;-1.872775e-04;1.323678e-04;4.323791e-03;
7;1;-9.550765e-05;-4.294230e-06;5.038152e-04;
7;2;-2.506105e-04;9.852001e-05;4.312087e-03;
8;0;8.568644e-04;6.750516e-04;9.897188e-03;
8;1;-6.851041e-04;2.580042e-04;8.728728e-03;
8;2;1.034851e-03;1.380899e-03;1.474187e-02;
9;0;1.305403e-07;2.040596e-07;-3.909242e-06;
9;1;1.152217e-08;-2.249538e-08;1.172651e-06;
9;2;-1.380441e-07;-3.698140e-07;8.102665e-06;
10;0;8.171038e-04;-1.866546e-03;-3.686175e-02;
10;1;5.535755e-04;-1.556426e-03;-2.583685e-02;
10;2;9.537362e-04;-1.256354e-03;-2.602874e-02;
11;0;-1.135576e-03;1.851015e-03;2.445084e-02;
11;1;-4.189438e-04;1.234131e-03;1.678935e-02;
11;2;-9.553585e-04;1.336148e-03;2.376074e-02;
12;0;-1.495268e-04;1.767305e-04;6.123511e-03;
12;1;-1.298409e-04;1.547459e-04;5.115117e-03;
12;2;1.371598e-04;1.777828e-04;2.401651e-04;
13;0;1.026340e-03;-1.279928e-03;-1.165350e-02;
13;1;1.031498e-03;-1.259720e-03;-1.566698e-02;
13;2;1.086088e-03;-1.011856e-03;-1.304336e-02;
14;0;3.372635e-04;-4.673121e-05;-6.526063e-03;
14;1;3.601902e-04;1.792724e-04;-2.649667e-03;
14;2;7.449586e-04;-1.565070e-04;-1.278278e-02;
15;0;9.319918e-07;7.602719e-06;-1.802215e-04;
15;1;4.498434e-06;-8.002286e-06;1.338237e-04;
15;2;-2.844607e-06;7.551720e-07;-3.419557e-06;
16;0;-2.517055e-05;2.918698e-04;-1.926878e-02;
16;1;-5.660351e-05;2.037418e-04;-1.798533e-02;
16;2;-3.084162e-05;8.027099e-05;-1.863710e-02;
17;0;-2.820789e-07;7.468349e-06;-1.560269e-04;
17;1;-1.039956e-06;4.379034e-06;-8.993876e-05;
17;2;-6.677611e-07;2.206647e-06;-4.912070e-05;
18;0;3.450328e-19;-7.660355e-20;-1.705369e-17;
18;1;-4.049459e-18;-1.856621e-18;1.193086e-16;
18;2;-1.085505e-19;5.743976e-19;-1.817881e-17;
19;0;-1.037641e-03;1.172204e-03;3.330099e-02;
19;1;-9.333427e-04;1.062816e-03;3.143782e-02;
19;2;-1.002764e-03;1.796882e-03;3.972539e-02;
20;0;-2.617977e-05;-1.587685e-04;-1.402306e-03;
20;1;-7.261409e-05;-3.560623e-05;7.064898e-04;
20;2;-7.462342e-05;-1.402493e-04;-9.582491e-04;
21;0;-1.690812e-04;3.607437e-05;3.883227e-03;
21;1;-1.624097e-04;1.395143e-04;5.316158e-03;
21;2;-2.241529e-04;1.783750e-04;4.585518e-03;
22;0;-6.017237e-54;3.921669e-54;-1.393254e-52;
22;1;2.044728e-53;1.131328e-54;5.181099e-52;
22;2;-6.857450e-53;2.165572e-53;-1.553123e-51;
23;0;-1.470900e-04;2.226649e-04;-3.346795e-03;
23;1;-8.615884e-05;2.780341e-04;-6.716882e-03;
23;2;-4.447588e-05;1.091983e-04;-2.009157e-03;
24;0;5.189856e-41;1.233584e-40;-3.207878e-39;
24;1;-2.477375e-41;-8.174731e-41;1.159047e-39;
